,price,fecha,rsi
316,61164.04,2021-10-29T14:00:05.608739Z,25.032703877060452
317,61052.74,2021-10-29T13:50:05.682561Z,23.527091953819234
318,61262.54,2021-10-29T13:40:05.598717Z,31.84813948365536
319,61255.85,2021-10-29T13:30:05.890434Z,31.72957898314661
320,61243.47,2021-10-29T13:20:05.050399Z,31.495916270119274
321,61052.04,2021-10-29T13:10:04.086358Z,28.055456506020487
322,61026.54,2021-10-29T13:00:05.498503Z,27.622602251757343
323,60938.89,2021-10-29T12:50:04.354377Z,26.13027277516026
324,60941.43,2021-10-29T12:40:05.140243Z,26.254610089693948
325,61026.9,2021-10-29T12:30:05.678459Z,30.49417106325489
326,61127.19,2021-10-29T12:20:05.118442Z,35.201550788247324
327,61188.96,2021-10-29T12:10:04.428869Z,37.98730787659094
328,61059.89,2021-10-29T12:00:04.434506Z,34.63653167976168
329,60863.3,2021-10-29T11:50:04.760811Z,30.258533498393064
330,60942.63,2021-10-29T11:40:04.909620Z,33.88989703032731
331,60934.49,2021-10-29T11:30:04.638440Z,33.69601887485679
332,60815.68,2021-10-29T11:20:05.266677Z,30.91595619574911
333,60747.71,2021-10-29T11:10:05.600257Z,29.42049572331421
334,61156.78,2021-10-29T11:00:05.130571Z,46.26666308658548
335,61120.27,2021-10-29T10:50:06.250963Z,45.2290420165119
336,61018.94,2021-10-29T10:40:07.241764Z,42.387713270237896
337,60900.83,2021-10-29T10:30:06.217712Z,39.28948281766188
338,61001.18,2021-10-29T10:20:07.989441Z,43.09521241373486
339,60696.5,2021-10-29T10:10:06.852190Z,35.76462293509515
340,60666.27,2021-10-29T10:00:06.017470Z,35.12618347361132
341,60984.74,2021-10-29T09:50:06.359491Z,46.05205400849672
342,60896.94,2021-10-29T09:40:08.207267Z,43.85896791541472
343,60936.59,2021-10-29T09:30:08.655368Z,45.129766844996574
344,60888.37,2021-10-29T09:20:06.465923Z,43.83037443243288
345,60955.03,2021-10-29T09:10:10.078131Z,46.13910671302926
346,60991.92,2021-10-29T09:00:04.698464Z,47.42695066672129
347,61203.17,2021-10-29T08:50:08.655430Z,54.1829494871129
348,60908.61,2021-10-29T08:40:05.764031Z,45.41856294583976
349,60833.89,2021-10-29T08:30:04.582247Z,43.49652813345458
350,60704.12,2021-10-29T08:20:07.395712Z,40.30629198307714
351,60763.71,2021-10-29T08:10:06.648907Z,42.395624092627706
352,60913.26,2021-10-29T08:00:06.530035Z,47.373888073749875
353,60889.9,2021-10-29T07:50:05.601833Z,46.69505276847676
354,60864.13,2021-10-29T07:40:06.149327Z,45.913440278578186
355,60584.41,2021-10-29T07:30:04.908099Z,38.399901751008464
356,60583.61,2021-10-29T07:20:05.730360Z,38.380556823610085
357,60554.97,2021-10-29T07:10:05.979405Z,37.649313749884506
358,60735.14,2021-10-29T07:00:04.962399Z,44.77723351186251
359,60979.73,2021-10-29T06:50:06.114815Z,52.685116607971324
360,61168.92,2021-10-29T06:40:05.017781Z,57.72758623725485
361,61410.45,2021-10-29T06:30:06.900607Z,63.12987413426402
362,61292.56,2021-10-29T06:20:06.370564Z,59.1560348072797
363,61280.26,2021-10-29T06:10:09.318338Z,58.7405774838122
364,61201.33,2021-10-29T06:00:08.060933Z,56.021606359227086
365,61235.68,2021-10-29T05:50:05.290410Z,56.95540730253691
366,61101.89,2021-10-29T05:40:06.558325Z,52.29763167684123
367,60929.63,2021-10-29T05:30:05.942420Z,46.97137217637919
368,60852.94,2021-10-29T05:20:05.594865Z,44.7845786930199
369,61046.75,2021-10-29T05:10:05.716549Z,50.99393374508507
370,61264.27,2021-10-29T05:00:07.391793Z,56.85794301107212
371,61351.36,2021-10-29T04:50:07.904456Z,58.97460428066721
372,61536.75,2021-10-29T04:40:05.106505Z,63.12238714465792
373,61545.31,2021-10-29T04:30:04.682198Z,63.306854837838856
374,61515.87,2021-10-29T04:20:05.370427Z,62.15530056435118
375,61500.75,2021-10-29T04:10:09.081800Z,61.536197436135176
376,61544.96,2021-10-29T04:00:06.627795Z,62.705907635317836
377,61558.36,2021-10-29T03:50:06.551375Z,63.072467837903886
378,61567.83,2021-10-29T03:40:06.587439Z,63.34665602266198
379,61577.07,2021-10-29T03:20:09.128030Z,63.63041102070785
380,61645.89,2021-10-29T03:10:10.273626Z,65.75674895676698
381,61729.68,2021-10-29T03:00:09.084121Z,68.1948596350814
382,61587.19,2021-10-29T02:50:08.413643Z,60.328435331422256
383,61597.98,2021-10-29T02:40:06.015454Z,60.69814475578374
384,61597.58,2021-10-29T02:30:06.386530Z,60.675570248063394
385,61446.91,2021-10-29T02:20:06.509646Z,52.72161636909283
386,61437.48,2021-10-29T02:10:06.477953Z,52.25986617902315
387,61544.82,2021-10-29T02:00:07.815362Z,56.88843510433892
388,61636.6,2021-10-29T01:50:06.364511Z,60.42181342841704
389,61738.78,2021-10-29T01:40:07.630725Z,63.96299036651703
390,61491.31,2021-10-29T01:30:08.195768Z,51.86061222300184
391,61601.69,2021-10-29T01:20:06.416496Z,55.871272512382255
392,61864.52,2021-10-29T01:10:07.172387Z,63.63938880711575
393,61887.55,2021-10-29T01:00:06.471983Z,64.23350902913356
394,61321.46,2021-10-29T00:50:09.003402Z,44.839108580988025
395,61381.28,2021-10-29T00:40:04.653276Z,46.671505867719596
396,61068.85,2021-10-29T00:30:05.667181Z,39.324041146716574
397,60711.92,2021-10-29T00:20:05.859522Z,32.94334090107749
398,60425.77,2021-10-29T00:00:06.446232Z,28.895398937350535
399,60529.48,2021-10-28T23:50:07.875648Z,32.14950157271053
400,60597.47,2021-10-28T23:40:06.949212Z,34.273163411645235
401,60480.9,2021-10-28T23:30:09.406104Z,32.40070076547853
402,60549.0,2021-10-28T23:20:06.930783Z,34.64700944692681
403,60600.52,2021-10-28T23:10:06.844948Z,36.369689828054774
404,60759.92,2021-10-28T23:00:06.549529Z,41.50704889679271
405,60754.0,2021-10-28T22:50:08.793048Z,41.37344606924632
406,60631.14,2021-10-28T22:40:06.246094Z,38.59681160077523
407,60578.03,2021-10-28T22:30:06.931499Z,37.42747898362187
408,60681.03,2021-10-28T22:20:07.189715Z,41.15114126422746
409,60730.32,2021-10-28T22:10:07.926969Z,42.90224526497695
410,60747.84,2021-10-28T22:00:06.494905Z,43.545279542012274
411,60710.23,2021-10-28T21:50:06.956896Z,42.44031682337252
412,60920.09,2021-10-28T21:40:08.431398Z,50.05587849266675
413,60757.04,2021-10-28T21:30:08.067750Z,45.06684398187493
414,60886.41,2021-10-28T21:20:06.813745Z,49.37804060002203
415,60769.94,2021-10-28T21:10:06.547313Z,45.886527669515296
416,60852.45,2021-10-28T21:00:07.930192Z,48.65630052698623
417,60811.51,2021-10-28T20:50:06.248607Z,47.36095642703727
418,61514.81,2021-10-28T20:30:09.339419Z,64.7314225186818
419,61659.04,2021-10-28T20:20:07.864974Z,67.1271659127264
420,61765.53,2021-10-28T20:10:07.622822Z,68.81170795793987
421,61950.0,2021-10-28T20:00:09.600198Z,71.53307355759146
422,61946.98,2021-10-28T19:50:04.837976Z,71.42319815739191
423,62048.0,2021-10-28T19:40:07.176108Z,72.92151300543432
424,61300.89,2021-10-28T19:30:04.775019Z,51.44043887573043
